Date,IBM,TXN,CSCO,QCOM,ORCL,NOK,AMAT,SnP
10/5/2007,91.131012,28.70587,26.775948,34.489536,19.968353,24.031263,17.170612,2552.070068
10/8/2007,92.282883,28.603735,26.825146,34.020248,20.265451,23.840488,16.991833,2549.330078
10/9/2007,92.698204,28.745155,27.12859,33.924774,20.328468,23.814173,16.788681,2544.72998
10/10/2007,92.948944,28.588032,27.284399,33.646385,20.634567,24.156256,16.406748,2550.639893
10/11/2007,92.502304,27.676729,26.898956,32.986183,20.220434,24.669374,16.349867,2555.23999
10/12/2007,92.314232,27.802422,26.997362,33.535019,20.202429,24.537806,17.097475,2550.929932
10/15/2007,92.486641,27.040401,26.890759,32.843018,19.869329,23.972055,16.886194,2553.169922
10/16/2007,93.716843,27.032536,26.480713,32.48505,19.581238,23.228682,16.943083,2557.639893
10/17/2007,90.723541,27.519611,26.620129,32.93845,19.347158,24.031263,17.568794,2559.360107
10/18/2007,89.955635,27.024683,26.800549,32.914597,19.293146,24.761475,16.959332,2561.26001
10/19/2007,87.981033,26.647587,25.832838,32.063499,18.680944,24.195728,16.333612,2562.100098
10/22/2007,88.835129,26.922556,25.726231,32.508926,19.086081,24.544386,16.626158,2575.209961
10/23/2007,89.861618,24.691448,25.865643,32.715733,19.311146,25.307489,16.674911,2564.97998
10/24/2007,88.50602,24.770012,25.636019,32.755501,19.068068,25.564054,16.349867,2569.129883
10/25/2007,88.396301,24.612885,25.57041,32.445282,18.906019,25.721937,15.732278,2557.149902
10/26/2007,89.117233,24.919268,26.160873,32.874817,19.221125,26.031128,15.325968,2560.399902
10/29/2007,89.955635,25.368483,26.579119,33.113445,19.599236,26.254795,15.415357,2581.070068
10/30/2007,89.422806,25.344837,26.74313,33.232761,19.473196,25.945604,15.577876,2572.830078
10/31/2007,90.98999,25.691597,27.112183,33.988411,19.959352,26.129805,15.781036,2575.26001
11/1/2007,89.054535,25.297554,26.390503,32.843018,19.59024,25.636415,15.260967,2579.360107
11/2/2007,89.791092,25.305435,26.661129,32.882774,19.833315,26.123226,15.334104,2579.850098
11/5/2007,88.858627,25.360598,27.12859,32.493019,19.869329,25.978498,15.033422,2587.840088
11/6/2007,88.678391,26.180208,27.948673,33.057777,20.553543,27.037636,14.944036,2591.129883
11/7/2007,87.349442,25.431532,26.857954,32.763477,19.896338,26.9258,14.553984,2590.639893
11/8/2007,83.441208,25.202982,24.299271,31.626013,18.320831,26.366629,14.553984,2594.379883
11/9/2007,78.833115,25.037485,23.438173,30.305605,17.429556,24.958828,15.204076,2584.620117
11/12/2007,79.776733,24.738016,23.872824,29.66132,17.501574,24.25493,14.879032,2582.300049
11/13/2007,82.780678,25.100536,24.717516,31.14875,18.473886,25.524584,15.172541,2584.840088
11/14/2007,81.341621,24.485828,24.36488,31.848722,18.167786,25.314066,15.335594,2578.870117
11/15/2007,81.467453,24.343969,24.028637,32.461205,18.383858,25.044352,15.384511,2564.620117
11/16/2007,82.403221,25.013842,24.553501,32.898697,18.725962,25.235126,15.123616,2585.639893
11/19/2007,80.382233,24.359732,24.135254,33.208904,18.482878,25.156183,14.919791,2578.850098
11/20/2007,81.325882,24.399126,23.815416,32.882774,18.62693,25.564054,14.838264,2582.139893
11/21/2007,80.382233,24.146946,23.167545,32.182804,18.194788,24.807524,14.67521,2599.030029
11/23/2007,81.821304,24.359732,23.528381,32.238487,18.284824,25.432486,14.944254,2597.080078
11/26/2007,80.185677,23.965689,22.552481,31.164665,17.735641,25.116716,14.528457,2602.419922
11/27/2007,81.648293,24.202116,22.544283,31.673733,17.906698,25.116716,14.813811,2601.419922
11/28/2007,84.432014,25.132055,23.003527,33.00209,18.464876,26.353476,15.311136,2627.040039
11/29/2007,84.534256,25.108416,23.085533,32.946404,18.437872,26.327158,15.262214,2626.070068
